seed_generation,corpus_id,openalex_id,title,doi,families,discovery_systems,occurrence_count,seed_basis
0,CWC-7A4CEFAB011A,W2487962945,Composition and temporal stability of turf sediments on inner-shelf coral reefs,10.1016/j.marpolbul.2016.07.013,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-3FCD1E80EBE1,W3015404456,Farming damselfishes shape algal turf sediment dynamics on coral reefs,10.1016/j.marenvres.2020.104988,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-82AE8DDA56CE,W1987619881,Sabaki River sediment load and coral stress: correlation between sediments and condition of the Malindi-Watamu reefs in Kenya (Indian Ocean),10.1007/bf00349780,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-FBA20E0DF297,W2999495899,Sediments ratchet-down coral reef algal turf productivity,10.1016/j.scitotenv.2020.136709,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-72FC59BB0830,W2007616235,Effects of terrigenous sediment on settlement and survival of the reef coral<i>Pocillopora damicornis</i>,10.7717/peerj.387,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-D8C92949D93B,W3203775403,"An urban intertidal reef is dominated by fleshy macroalgae, sediment, and bleaching of a resilient coral (Siderastrea stellata)",10.1016/j.marpolbul.2021.112967,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-97AB95DDFDBD,W4389373565,Ecophysiological and behavioural response of juveniles of the Chilean cold-water coral Caryophyllia (Caryophyllia) huinayensis to increasing sediment loads,10.1038/s41598-023-47116-6,MECH_FEEDING_MUCUS_CORAL | RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,Grey literature | OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-741CDCF245E4,W7163546731,Habitat zonation of algal turf sediments and herbivores on two Caribbean coral reefs with comparison to the Great Barrier Reef,10.1007/s00338-026-02901-3,SED_DEPOSITION,OpenAlex | Web of Science,2,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-9765F6E0F70E,W2014537239,"Evaluation of Mn and Fe in coral skeletons (Porites spp.) as proxies for sediment loading and reconstruction of 50 yrs of land use on Ishigaki Island, Japan",10.1007/s00338-014-1128-3,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-39BA8B481AA4,W1920864439,"Four-year monthly sediment deposition on turbid southwestern Atlantic coral reefs, with a comparison of benthic assemblages",10.1590/s1679-87592012000100006,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,11,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-36DEB53A3F68,W2160803962,"Quantity, composition, and source of sediment collected in sediment traps along the fringing coral reef off Molokai, Hawaii",10.1016/j.marpolbul.2006.01.008,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-9E8E769BB6C1,W3087032146,Nutrient and sediment loading affect multiple facets of coral functionality in a tropical branching coral,10.1242/jeb.225045,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-08270C5125B7,W2161398559,"Growth and Mortality of Coral Transplants (Pocillopora damicornis) along a Range of Sediment Influence in Maui, Hawai‘i<sup>1</sup>",10.2984/1534-6188(2008)62,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,8,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-17DD3B7BCE9D,W3021037599,Control of Deep Currents on Sediment and Cold-Water Coral Distribution on the Northern Manihiki Plateau,10.3389/fmars.2020.00288,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-25F7E9435E3C,W2045036964,Human deforestation outweighs future climate change impacts of sedimentation on coral reefs,10.1038/ncomms2986,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-F2B5EE2358DF,W2933485448,Structure of marginal coral reef assemblages under different turbidity regime,10.1016/j.marenvres.2019.03.013,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-9DACDCEF841A,W2885274721,Sediment addition drives declines in algal turf yield to herbivorous coral reef fishes: implications for reefs and reef fisheries,10.1007/s00338-018-1718-6,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-4B1633F9B6E8,W2155464820,Increased sediment loads over coral reefs in Saint Lucia in relation to land use change in contributing watersheds,10.1016/j.ocecoaman.2014.03.018,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-493C29BCAFE7,W2005682886,Photophysiological stress in scleractinian corals in response to short-term sedimentation,10.1016/s0022-0981(02)00495-1,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-0F073D69F18B,W7161032285,"Waves, watersheds, and sediment in a coral reef embayment: Towards parsimonious models of accumulation and composition",10.1016/j.ecss.2026.109952,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Web of Science,7,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-344BD1988807,W2921596352,Quantifying sediment dynamics on an inshore coral reef: Putting algal turfs in perspective,10.1016/j.marpolbul.2019.02.071,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,7,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-5E9A2D59AA5D,W2273995435,That sinking feeling: Suspended sediments can prevent the ascent of coral egg bundles,10.1038/srep21567,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-2A2C0A6C136F,W2021439296,Effects of sediment deposition on the seaweed Sargassum on a fringing coral reef,10.1007/s003380050111,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,5,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-D40C453472DD,W2145087946,"Bleaching, energetics, and coral mortality risk: Effects of temperature, light, and sediment regime",10.4319/lo.2007.52.2.0716,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-2D9A9957DE9F,W2799415725,"An environmental magnetism approach to assess impacts of land-derived sediment disturbances on coral reef ecosystems (Cartagena, Colombia)",10.1016/j.marpolbul.2018.04.030,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-16CFA3319093,W2041158885,Ecological Consequences of Sediment on High-Energy Coral Reefs,10.1371/journal.pone.0077737,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-6A83F026EEB4,W2068945133,Suspended sediment grain size and mineralogy across the continental shelf of the Great Barrier Reef: Impacts on the physiology of a coral reef sponge,10.1016/j.csr.2011.10.018,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-302A46017AF1,W2943169276,Small river basin and estuarine sediment fluxes: The magnitude necessary for coastal dispersion and siltation effects on a coral reef,10.1016/j.ijsrc.2019.04.002,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-11F0E31D1CD9,W2062859841,Coral record of increased sediment flux to the inner Great Barrier Reef since European settlement,10.1038/nature01361,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-AE8716A1ECEA,W1999290358,Substantial asexual recruitment of mushroom corals contributes little to population genetics of adults in conditions of chronic sedimentation,10.3354/meps235081,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-AAEC21C6A84C,W1887924395,"Acute sedimentation causes size-specific mortality and asexual budding in the mushroom coral, <i>Fungia fungites</i>",10.1071/mf01219,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-6252E54DDC07,W3157944212,The effect of natural and anthropogenic nutrient and sediment loads on coral oxidative stress on runoff-exposed reefs,10.1016/j.marpolbul.2021.112409,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-4DAF6D1AE4EF,W2984438765,Pulse sediment event does not impact the metabolism of a mixed coral reef community,10.1016/j.ocecoaman.2019.105007,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-2D3821AC828B,W1988150825,"The Ba/Ca record of corals from the Southern Gulf of Mexico: Contributions from land-use changes, fluvial discharge and oil-drilling muds",10.1016/j.marpolbul.2010.06.007,SED_DEPOSITION | SED_DRILLING,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-3513CFD40424,W2405774339,Coral restoration in Singapore’s sediment-challenged sea,10.1016/j.rsma.2016.05.005,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,5,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-82DD87EFCCC4,W4400610594,Long sediment-laden algal turf likely impairs coral recovery on Florida’s coral reefs,10.1007/s00338-024-02532-6,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,5,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-297828A586F1,W2018633689,High-precision TIMS U-series and AMS 14C dating of a coral reef lagoon sediment core from southern South China Sea,10.1016/j.quascirev.2006.01.027,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-E246449A70D5,W2085057879,Symbiotic crabs maintain coral health by clearing sediments,10.1007/s00338-006-0132-7,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,5,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-130B6CF4327A,W1971118443,Effects of suspended sediments on coral growth: Evidence from remote sensing and hydrologic modeling,10.1016/0034-4257(95)00081-b,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-3DCB38E82B04,W2071348830,Rearing juvenile ‘corals of opportunity’ in<i>in situ</i>nurseries – A reef rehabilitation approach for sediment-impacted environments,10.1080/17451000.2013.853124,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-FF10DA027731,W1874516583,"Variability of cold‐water coral mounds in a high sediment input and tidal current regime, Straits of Florida",10.1111/j.1365-3091.2011.01306.x,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-7F54988AEFBA,W1993147804,Biologically mediated sediment fluxes on coral reefs: sediment removal and off-reef transportation by the surgeonfish Ctenochaetus striatus,10.3354/meps08761,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-55EDE2FC138D,W2171449799,A Field-Based Technique for Measuring Sediment Flux on Coral Reefs: Application to Turbid Reefs on the Great Barrier Reef,10.2112/jcoastres-d-11-00171.1,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-A0240FC38382,W2292268013,Sediments and herbivory as sensitive indicators of coral reef degradation,10.5751/es-08334-210129,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-A380401D7B82,W2190395174,"Predicting dredging-associated effects to coral reefs in Apra Harbor, Guam - Part 1: Sediment exposure modeling",10.1016/j.jenvman.2015.10.027,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,11,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-A529FBF10FBD,W2044951618,Impacts of Sediments on Coral Energetics: Partitioning the Effects of Turbidity and Settling Particles,10.1371/journal.pone.0107195,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-92509666AFE7,W2153095973,Exposure of inshore corals to suspended sediments due to wave-resuspension and river plumes in the central Great Barrier Reef: A reappraisal,10.1016/j.csr.2012.06.013,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-239FEC6076B1,W3107508286,Light Limitation and Depth-Variable Sedimentation Drives Vertical Reef Compression on Turbid Coral Reefs,10.3389/fmars.2020.571256,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-6DC7A246611F,W3208251906,"Using NdSr isotopes in suspended sediments in the Abrolhos coral-reef (SW Atlantic, Brazil) to assess potential contamination from the 2015 Fundão dam collapse",10.1016/j.scitotenv.2021.151231,SED_DEPOSITION | SED_SUSPENDED | SED_TAILINGS,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-BEEEEFF3A865,W4402014388,"What do glass sponges do when no one is looking? Vazella pourtalesii: Responses to sediment deposition, passive locomotion, and contracting behavior",10.1016/j.dsr.2024.104388,SED_DEPOSITION | SED_SUSPENDED,Grey literature | OpenAlex | Semantic Scholar | Web of Science,16,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-096C07AE156F,W2012637865,Reconstruction of storm/tsunami records over the last 4000 years using transported coral blocks and lagoon sediments in the southern South China Sea,10.1016/j.quaint.2008.05.004,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-1600720DC60E,W4382181006,Bio-physical determinants of sediment accumulation on an offshore coral reef: A snapshot study,10.1016/j.scitotenv.2023.165188,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-F1D635612B55,W4413814643,A rapid method to assess sediment deposition and stress on coral reef benthic taxa resulting from dredging and other sediment disturbances,10.1016/j.marpolbul.2025.118629,SED_DEPOSITION | SED_DREDGING,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-F3D2CD4F290C,W1969730198,"Spatial and temporal variations in sediment accumulation and their impacts on coral communities in the Sanya Coral Reef Reserve, Hainan, China",10.1016/j.dsr2.2013.04.015,SED_DEPOSITION | SED_DREDGING,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-EE6B5D1C2A02,W2992647052,Macroalgal community response to herbivores and sediment deposition: an indicator of coral reef degradation,10.1007/s10811-019-01991-7,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-E772BCAFB379,W2012805975,Coral community changes in response to a high sedimentation event: A case study in southern Hainan Island,10.1007/s11434-012-5601-5,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING,OpenAlex | Semantic Scholar | Web of Science,8,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-1F2B8C57051C,W1990602418,"Heat flow and sediment thickness in the Queensland Trough, western Coral Sea",10.1029/jb095ib13p21399,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-7AEF3E422C13,W2049159850,"Fine sediment budget on an inner-shelf coral-fringed island, Great Barrier Reef of Australia",10.1016/j.ecss.2005.06.003,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-13E9D969E7A5,W3134038506,"A first glimpse on the taphonomy and sedimentary environment of the Eocene siliceous sponges from Chiampo, Lessini Mts, NE Italy",10.4435/bspi.2020.25,SED_DEPOSITION,OpenAlex | Web of Science,2,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-7DAA261F53A2,W2069736154,Increased sediment supply to the Great Barrier Reef will not increase sediment accumulation at most coral reefs,10.1007/s003380050174,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-3B62C250BF40,W2054879332,Terrigenous sedimentation and coral reef growth: a conceptual framework,10.1016/s0025-3227(98)00131-5,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-B3F6C5E1974C,W2954271930,A 3D perspective on sediment accumulation in algal turfs: Implications of coral reef flattening,10.1111/1365-2745.13235,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-5FA08B578C9A,W2036478698,SedPods: a low-cost coral proxy for measuring net sedimentation,10.1007/s00338-012-0953-5,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-6098F4271A67,W2090017422,Mushroom corals overcome live burial through pulsed inflation,10.1007/s00338-011-0862-z,MECH_FEEDING_MUCUS_CORAL | SED_DEPOSITION,Grey literature | OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-543E1FDEF0FC,W4410940034,Unravelling the enigma of discontinuous sedimentary deposits in cold-water coral mounds in the Atlantic Ocean,10.3389/fmars.2025.1611432,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-89FEE09C466E,W4410500797,The grazing impact of megaherbivores on sediment accumulation and stabilization functions of seagrass meadows in a subtropical coral reef lagoon,10.1002/lno.70088,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,11,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-6C50824E36BF,W2969321537,Caribbean Near-Shore Coral Reef Benthic Community Response to Changes on Sedimentation Dynamics and Environmental Conditions,10.3389/fmars.2019.00551,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,11,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-EB4B261A6CD8,W2279646129,"Sedimentary Development of Coral Bay, St. John, USVI: A Shift From Natural to Anthropogenic Influences",10.18475/cjos.v43i2.a8,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-7697436265D4,W2749167724,Effects of suspended sediments and nutrient enrichment on juvenile corals,10.1016/j.marpolbul.2017.08.003,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-F6E3C7FE7955,W1680083527,Effects of sediments on the reproductive cycle of corals,10.1016/j.marpolbul.2015.08.021,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-A381487B5052,W3156297404,Coral Jewellery and Decoration Elements Among Items of Jewellery and Toreutics from the Burials of Nomads of Asian Sarmatia in the Context of Trade in Exotic Materials in Europe,10.31857/s032103910010682-3,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-6BB97AA83CE9,W3129123257,"Canopy effects of octocoral communities on sedimentation: modern baffles on the shallow-water reefs of St. John, USVI",10.1007/s00338-021-02053-6,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-CDAE314F9066,W2186210693,"Modern Sedimentation in a Mixed Siliciclastic-Carbonate Coral Reel Environment, La Parguera, Puerto Rico",10.18475/cjos.v45i2.a4,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-8769A550B07D,W4402945885,"Assessment of heavy metal contamination and trophic status of coral reef sediments of the Lakshadweep Archipelago, Arabian Sea",10.1016/j.rsma.2024.103848,SED_DEPOSITION,OpenAlex | Web of Science,2,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-9BFC1A5F2801,W4297984751,A snapshot of sediment dynamics on an inshore coral reef,10.1016/j.marenvres.2022.105763,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-94FFE2023AA2,W2162307239,"Shallowing-upwards sedimentation in a coral reef lagoon, Great Barrier Reef of Australia",10.1306/212f90e8-2b24-11d7-8648000102c1865d,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-DA1185CE3511,W4403086979,Inshore coral reef sediment and turf dynamics unaffected by canopy-forming macroalgae,10.1016/j.marpolbul.2024.117037,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-29D40CF5F7F6,W2584453888,Impacts of turbidity on corals: The relative importance of light limitation and suspended sediments,10.1016/j.marpolbul.2017.01.050,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,11,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-B3B22BEE6D9D,W4416425245,Sediment flux and stony coral health in the nearshore US Virgin Islands,10.1016/j.marenvres.2025.107732,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,5,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-309A2393A9D6,W4414971255,Hydro- and sediment dynamics in a cold-water coral reef: insights from a 3D numerical model,10.3389/fmars.2025.1654625,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,8,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-440D388570C4,W2026318140,"A record of recent change in terrestrial sedimentation in a coral-reef environment, La Parguera, Puerto Rico: A response to coastal development?",10.1016/j.marpolbul.2008.02.017,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-6E333B2028B7,W2085669825,"Storm‐dominated sedimentation in a protected basin fringed by coral reefs, Nara Inlet, Whitsunday Islands, Great Barrier Reef, Australia",10.1046/j.1440-0952.1999.00716.x,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,5,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-91A2CADBB6A3,W2038191050,Palau’s taro fields and mangroves protect the coral reefs by trapping eroded fine sediment,10.1007/s11273-013-9288-4,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-D111BF427FA0,W4406713464,Biomonitoring potential of trace metal accumulation and bioavailability in coral skeletons and reef sediments of Persian Gulf: A comparative study,10.1016/j.ecoenv.2025.117786,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-F5F800A6E93B,W3023980708,Damselfishes alleviate the impacts of sediments on host corals,10.1098/rsos.192074,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-F3D595955757,W4403397468,Variation of micro-morphological features and possible adaptation strategies of platy-laminar corals Echinopora lamellosa and E. pacificus to turbidity stress in changing climate,10.1007/s00338-024-02579-5,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-F0C8756B86B8,W2523796421,Sediment dynamics and their potential influence on insular-slope mesophotic coral ecosystems,10.1016/j.csr.2016.09.012,SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-5A06A3A51CB3,W2883771360,The influence of different deep-sea coral habitats on sediment macrofaunal community structure and function,10.7717/peerj.5276,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-E68FDE82882F,W4366001210,First in-situ monitoring of sponge response and recovery to an industrial sedimentation event,10.1016/j.marpolbul.2023.114870,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_DRILLING | SED_SUSPENDED | SED_TAILINGS,OpenAlex | Semantic Scholar | Web of Science,11,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-AFE1F7684F72,W4414300771,Exploring the suitability of corals of opportunity for direct transplantation onto Mauritian sediment-impacted reefs,10.1016/j.nbsj.2025.100273,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-595FD97CE2F4,W1969210884,Reduced Diversity and High Sponge Abundance on a Sedimented Indo-Pacific Reef System: Implications for Future Changes in Environmental Quality,10.1371/journal.pone.0085253,SED_DEPOSITION,Grey literature | OpenAlex | Semantic Scholar | Web of Science,14,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-DA6AD1D3BA0C,W2064520628,"Coral record of harbour dredging: Townsville, Australia",10.1016/j.jmarsys.2004.01.005,SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
